".id","period","time","team","etype","player","points","result","x","y","r","angle"
"20081029.LALLAC",4,2010-02-02 00:03:15,"LAL","shot","Luke Walton",NA,"missed",45.2898774768692,26.1912824136671,33.1309885529971,52.2357518940391
"20081101.LALDEN",1,2010-02-02 00:11:49,"LAL","shot","Vladimir Radmanovic",NA,"missed",48.9116886593401,7.21273048268631,24.9758350322284,16.7854309108472
"20081101.LALDEN",1,2010-02-02 00:09:42,"LAL","shot","Vladimir Radmanovic",NA,"missed",4.81887039681897,19.8511926324572,28.3080879077220,135.472207627762
"20081101.LALDEN",2,2010-02-02 00:11:36,"LAL","shot","Sasha Vujacic",NA,"missed",48.201399725629,17.8991988450289,29.303349100782,37.6491319368228
"20081101.LALDEN",2,2010-02-02 00:07:42,"LAL","shot","Jordan Farmar",NA,"missed",49.1033165645786,9.07771903276443,25.7560643781246,20.6372275537288
"20081101.LALDEN",2,2010-02-02 00:02:51,"LAL","shot","Vladimir Radmanovic",NA,"missed",25.9277389987838,30.8107195841148,30.8246839552464,88.2752926975461
"20081101.LALDEN",2,2010-02-02 00:01:48,"LAL","shot","Derek Fisher",3,"made",49.0058809162583,7.85378073179163,25.2579530118463,18.1160621869156
"20081101.LALDEN",3,2010-02-02 00:11:04,"LAL","shot","Derek Fisher",NA,"missed",35.8828461382072,30.2940698321909,32.1895481028478,70.2396743147745
"20081101.LALDEN",3,2010-02-02 00:08:14,"LAL","shot","Vladimir Radmanovic",3,"made",48.7564050708897,7.63851904729381,24.9542332105810,17.8244229399599
"20081101.LALDEN",3,2010-02-02 00:05:47,"LAL","shot","Vladimir Radmanovic",NA,"missed",46.6305994729046,22.1208284224849,30.9388733417078,45.6419647488021
"20081101.LALDEN",3,2010-02-02 00:04:00,"LAL","shot","Vladimir Radmanovic",3,"made",41.6708220075816,24.1385308038443,29.3357286559684,55.3698320227941
"20081101.LALDEN",3,2010-02-02 00:03:24,"LAL","shot","Derek Fisher",NA,"missed",1.83010788727552,6.03480098466389,23.9429054928551,165.401166788475
"20081101.LALDEN",3,2010-02-02 00:01:01,"LAL","shot","Kobe Bryant",NA,"missed",45.6803685193881,20.9158771403600,29.4134588011735,45.3243923971156
"20081101.LALDEN",3,2010-02-02 00:00:13,"LAL","shot","Sasha Vujacic",NA,"missed",6.14779611723498,22.3777472283691,29.2603684572516,130.112568166065
"20081101.LALDEN",4,2010-02-02 00:11:16,"LAL","shot","Jordan Farmar",NA,"missed",11.9828193341382,26.8697734770831,29.8568538060768,115.848073378332
"20081101.LALDEN",4,2010-02-02 00:08:58,"LAL","shot","Trevor Ariza",3,"made",1.91163377766497,9.26571736088954,24.8782268867488,158.133647630187
"20081101.LALDEN",4,2010-02-02 00:06:51,"LAL","shot","Kobe Bryant",3,"made",6.54595005675219,22.9782027069014,29.4711682657362,128.768334658043
"20081101.LALDEN",4,2010-02-02 00:02:31,"LAL","shot","Derek Fisher",3,"made",5.85395850962959,21.4049864783883,28.7183626081114,131.811563368393
"20081105.LACLAL",1,2010-02-02 00:10:17,"LAL","shot","Vladimir Radmanovic",NA,"missed",44.6168377499562,20.4461545115337,28.3348823469873,46.1858716089399
"20081105.LACLAL",1,2010-02-02 00:08:36,"LAL","shot","Derek Fisher",3,"made",44.9426443211269,20.3636184118222,28.5023861692540,45.5983973719497
"20081105.LACLAL",1,2010-02-02 00:06:40,"LAL","shot","Derek Fisher",3,"made",49.4531896116678,6.18135557090864,25.2223638638051,14.1862302981205
"20081105.LACLAL",1,2010-02-02 00:06:03,"LAL","shot","Vladimir Radmanovic",3,"made",13.5387729653157,29.0755643071607,31.2529704975449,111.513744175634
"20081105.LACLAL",1,2010-02-02 00:04:28,"LAL","shot","Derek Fisher",NA,"missed",2.0723298471421,4.94287443975918,23.4544253045236,167.834056312796
"20081105.LACLAL",1,2010-02-02 00:02:05,"LAL","shot","Kobe Bryant",NA,"missed",14.6919692854863,29.9011708283797,31.6280811008082,109.020951484573
"20081105.LACLAL",1,2010-02-02 00:00:38,"LAL","shot","Jordan Farmar",NA,"missed",1.69473317405209,5.90559250744991,24.0418694092759,165.780469681594
"20081105.LACLAL",2,2010-02-02 00:10:41,"LAL","shot","Sasha Vujacic",NA,"missed",43.7730779221747,22.3834535749629,29.2138229031149,50.0133259437721
"20081105.LACLAL",2,2010-02-02 00:09:29,"LAL","shot","Sasha Vujacic",NA,"missed",14.2624597563408,28.5898978728801,30.5397614736251,110.584728773287
"20081105.LACLAL",2,2010-02-02 00:07:42,"LAL","shot","Trevor Ariza",NA,"missed",47.6867080538068,9.93569919047877,24.7670111382529,23.6511324453007
"20081105.LACLAL",2,2010-02-02 00:00:01,"LAL","shot","Derek Fisher",NA,"missed",3.01887370692566,18.3342178408056,28.6236520546593,140.168882993231
"20081105.LACLAL",3,2010-02-02 00:08:52,"LAL","shot","Derek Fisher",NA,"missed",44.1892429438885,23.9033572417684,30.6528552044859,51.2430457951863
"20081105.LACLAL",3,2010-02-02 00:07:56,"LAL","shot","Vladimir Radmanovic",3,"made",2.48610955360346,5.64636674965732,23.2111335462959,165.920904380052
"20081105.LACLAL",3,2010-02-02 00:06:13,"LAL","shot","Vladimir Radmanovic",NA,"missed",1.81805810681544,6.7922740955837,24.1565191476033,163.669494887949
"20081105.LACLAL",3,2010-02-02 00:05:40,"LAL","shot","Kobe Bryant",NA,"missed",1.88476831256412,5.54334687627852,23.7706253715502,166.514365535128
"20081105.LACLAL",3,2010-02-02 00:04:46,"LAL","shot","Vladimir Radmanovic",NA,"missed",44.5050162430853,19.2203179355711,27.3836863878378,44.5787843298576
"20081105.LACLAL",3,2010-02-02 00:02:23,"LAL","shot","Vladimir Radmanovic",3,"made",47.3031172561459,7.76711610262282,23.6168823491378,19.2007994528697
"20081105.LACLAL",4,2010-02-02 00:11:36,"LAL","shot","Sasha Vujacic",NA,"missed",44.3769276358653,21.8363619334996,29.1940409518167,48.4151189499546
"20081105.LACLAL",4,2010-02-02 00:11:29,"LAL","shot","Sasha Vujacic",3,"made",47.4755142109934,5.20289588952437,23.0698691952468,13.0339141951594
"20081105.LACLAL",4,2010-02-02 00:06:15,"LAL","shot","Jordan Farmar",NA,"missed",12.1833167758305,27.5543949471321,30.3893410552326,114.945077268876
"20081105.LACLAL",4,2010-02-02 00:05:07,"LAL","shot","Derek Fisher",3,"made",21.9382115725894,30.779136613477,30.9310491100012,95.680871458571
"20081105.LACLAL",4,2010-02-02 00:03:13,"LAL","shot","Lamar Odom",3,"made",2.44632810680196,8.56860440853052,24.1265226954885,159.197184681301
"20081109.HOULAL",1,2010-02-02 00:11:23,"LAL","shot","Vladimir Radmanovic",NA,"missed",1.20750839007087,5.96977796172723,24.5300001206863,165.914686081923
"20081109.HOULAL",1,2010-02-02 00:06:51,"LAL","shot","Derek Fisher",NA,"missed",41.715498047648,25.7642402732745,30.7116256788849,57.0250265755103
"20081109.HOULAL",2,2010-02-02 00:11:30,"LAL","shot","Trevor Ariza",NA,"missed",1.29283082485199,4.97913499851711,24.2244020696600,168.138763828053
"20081109.HOULAL",2,2010-02-02 00:09:27,"LAL","shot","Jordan Farmar",3,"made",11.0872740065679,29.9471376403235,33.0211295599772,114.918457182433
"20081109.HOULAL",2,2010-02-02 00:07:35,"LAL","shot","Sasha Vujacic",3,"made",48.0902060803492,5.8998202867806,23.8320266920231,14.3330824713111
"20081109.HOULAL",2,2010-02-02 00:07:16,"LAL","shot","Jordan Farmar",NA,"missed",12.1708178122062,29.9900330258533,32.6188595217457,113.160344457194
"20081109.HOULAL",2,2010-02-02 00:04:11,"LAL","shot","Trevor Ariza",NA,"missed",38.5582823136356,28.34110785136,31.4172789009275,64.4337181060263
"20081109.HOULAL",3,2010-02-02 00:07:45,"LAL","shot","Vladimir Radmanovic",3,"made",46.6759212845936,4.5991927664727,22.1584777825345,11.9793450178186
"20081109.HOULAL",3,2010-02-02 00:05:53,"LAL","shot","Vladimir Radmanovic",NA,"missed",39.9114587798249,27.2961275386624,31.1035396948537,61.3528921212073
"20081109.HOULAL",3,2010-02-02 00:01:25,"LAL","shot","Kobe Bryant",NA,"missed",12.0359025679063,29.2084853916895,31.9562738927015,113.933896010636
"20081109.HOULAL",3,2010-02-02 00:00:28,"LAL","shot","Lamar Odom",3,"made",26.3346332027577,32.2555854094680,32.2831850332861,87.6306349964936
"20081109.HOULAL",4,2010-02-02 00:11:09,"LAL","shot","Sasha Vujacic",3,"made",42.5892966422252,25.6554247615859,31.1060151106758,55.5655598550324
"20081109.HOULAL",4,2010-02-02 00:09:17,"LAL","shot","Jordan Farmar",3,"made",43.4724386576563,23.2275172672234,29.6774080465265,51.5053831483051
"20081109.HOULAL",4,2010-02-02 00:06:50,"LAL","shot","Jordan Farmar",3,"made",3.38819603761658,20.9172336803749,30.0765811778517,135.935652681900
"20081109.HOULAL",4,2010-02-02 00:05:26,"LAL","shot","Kobe Bryant",3,"made",13.9590495864395,28.2173300851136,30.3005000481339,111.369541896815
"20081109.HOULAL",4,2010-02-02 00:02:47,"LAL","shot","Trevor Ariza",3,"made",49.0088165292982,8.89165853941813,25.6024386088339,20.3220964937131
"20081109.HOULAL",4,2010-02-02 00:02:04,"LAL","shot","Jordan Farmar",NA,"missed",18.1309800688177,30.9956080366392,31.7476164833827,102.495523003734
"20081111.LALDAL",1,2010-02-02 00:10:07,"LAL","shot","Derek Fisher",NA,"missed",31.253464596346,30.6895936238579,31.3202326979749,78.4827975663526
"20081111.LALDAL",1,2010-02-02 00:06:19,"LAL","shot","Derek Fisher",NA,"missed",42.9265910841059,22.7540723939892,28.9674037222469,51.7675107997546
"20081111.LALDAL",2,2010-02-02 00:02:23,"LAL","shot","Vladimir Radmanovic",NA,"missed",24.0781708944123,30.2777874572203,30.2918170832407,91.7438726961504
"20081111.LALDAL",2,2010-02-02 00:00:00,"LAL","shot","Kobe Bryant",NA,"missed",6.31910006213002,24.2382711940445,30.6017942768845,127.622129851158
"20081111.LALDAL",3,2010-02-02 00:08:47,"LAL","shot","Derek Fisher",NA,"missed",11.5573528595269,26.7370245466009,29.9261297823292,116.692003291921
"20081111.LALDAL",3,2010-02-02 00:08:11,"LAL","shot","Vladimir Radmanovic",NA,"missed",4.34964610892348,19.2206856447738,28.2112011882144,137.053592726989
"20081111.LALDAL",3,2010-02-02 00:07:14,"LAL","shot","Kobe Bryant",NA,"missed",43.4857977770735,22.5568649775814,29.1639653866153,50.6647022556889
"20081111.LALDAL",3,2010-02-02 00:07:06,"LAL","shot","Vladimir Radmanovic",NA,"missed",47.6061776485294,5.78033030754887,23.3334842306339,14.3430389404823
"20081111.LALDAL",3,2010-02-02 00:00:54,"LAL","shot","Sasha Vujacic",NA,"missed",44.9645563687664,19.9929935990367,28.2542616971807,45.04077659921
"20081111.LALDAL",3,2010-02-02 00:00:02,"LAL","shot","Lamar Odom",3,"made",1.79642678471282,6.72583703044802,24.1586980964898,163.835128107139
"20081111.LALDAL",4,2010-02-02 00:10:40,"LAL","shot","Sasha Vujacic",3,"made",24.6251988017466,30.9721009908244,30.9743686896769,90.6933168230803
"20081111.LALDAL",4,2010-02-02 00:01:30,"LAL","shot","Trevor Ariza",NA,"missed",48.3865137863904,6.73166481545195,24.3360707236937,16.0581401661829
"20081111.LALDAL",4,2010-02-02 00:01:08,"LAL","shot","Derek Fisher",NA,"missed",40.1135907445569,26.3605402689427,30.3858307186838,60.172564749954
"20081114.DETLAL",1,2010-02-02 00:07:13,"LAL","shot","Derek Fisher",NA,"missed",48.427272235509,7.83733432437293,24.7034591445944,18.4970937859978
"20081114.DETLAL",1,2010-02-02 00:00:54,"LAL","shot","Trevor Ariza",NA,"missed",1.61803746153601,5.89763013529591,24.1142740583847,165.843571286011
"20081114.DETLAL",2,2010-02-02 00:11:33,"LAL","shot","Trevor Ariza",NA,"missed",38.072001805529,28.9373957500793,31.7529542562651,65.689694168268
"20081114.DETLAL",2,2010-02-02 00:08:02,"LAL","shot","Jordan Farmar",NA,"missed",36.7521997124422,29.4540373855270,31.7120563254601,68.2479353496102
"20081114.DETLAL",2,2010-02-02 00:07:39,"LAL","shot","Sasha Vujacic",3,"made",13.4652975236531,28.6549537095707,30.8894113462119,111.926649800745
"20081114.DETLAL",3,2010-02-02 00:10:32,"LAL","shot","Vladimir Radmanovic",NA,"missed",9.32091661635786,25.6089399822522,30.0275117644769,121.477068050767
"20081114.DETLAL",3,2010-02-02 00:05:47,"LAL","shot","Kobe Bryant",NA,"missed",16.7382157109678,29.9787947474979,31.0963858696008,105.407546830225
"20081114.DETLAL",3,2010-02-02 00:00:01,"LAL","shot","Sasha Vujacic",NA,"missed",8.63394893705845,25.7079455719795,30.4753358131895,122.481421859398
"20081114.DETLAL",4,2010-02-02 00:10:09,"LAL","shot","Jordan Farmar",NA,"missed",24.8345276024193,31.5433237187099,31.5437577396493,90.3005638570157
"20081114.DETLAL",4,2010-02-02 00:06:28,"LAL","shot","Kobe Bryant",NA,"missed",13.9897932054009,29.3293058245908,31.3278284247762,110.576110324167
"20081114.DETLAL",4,2010-02-02 00:05:01,"LAL","shot","Kobe Bryant",3,"made",44.4642292049248,23.3625022911001,30.4082674916461,50.2009755029037
"20081114.DETLAL",4,2010-02-02 00:04:31,"LAL","shot","Derek Fisher",NA,"missed",31.7205217131414,31.1599196202587,31.8764176600475,77.8289727272892
"20081114.DETLAL",4,2010-02-02 00:04:20,"LAL","shot","Kobe Bryant",3,"made",30.1889547966421,33.4602045868523,33.8601615896264,81.1848807900511
"20081114.DETLAL",4,2010-02-02 00:04:04,"LAL","shot","Kobe Bryant",NA,"missed",14.4658014075831,29.6764974293765,31.4906944931398,109.543219734925
"20081114.DETLAL",4,2010-02-02 00:03:11,"LAL","shot","Derek Fisher",NA,"missed",30.7056797626428,30.5427225164603,31.0710907480141,79.4185522068084
"20081114.DETLAL",4,2010-02-02 00:03:04,"LAL","shot","Derek Fisher",3,"made",16.0764870061539,30.1469989435282,31.4399527584319,106.488755989033
"20081114.DETLAL",4,2010-02-02 00:02:11,"LAL","shot","Kobe Bryant",NA,"missed",42.1624451780226,23.5234985998832,29.1187999558247,53.8859855681453
"20081114.DETLAL",4,2010-02-02 00:00:42,"LAL","shot","Derek Fisher",NA,"missed",30.8838173565455,30.3666885497514,30.9314577762315,79.0343096753533
"20081114.DETLAL",4,2010-02-02 00:00:25,"LAL","shot","Kobe Bryant",NA,"missed",12.0749437720515,28.2483001577202,31.0648280261824,114.586541576042
"20081118.CHILAL",1,2010-02-02 00:04:32,"LAL","shot","Vladimir Radmanovic",NA,"missed",2.47073382511735,7.67078257538378,23.7993432618953,161.197277117204
"20081118.CHILAL",1,2010-02-02 00:00:02,"LAL","shot","Jordan Farmar",NA,"missed",17.1908775777556,31.6260801220778,32.5759318653156,103.870051428842
"20081118.CHILAL",2,2010-02-02 00:09:40,"LAL","shot","Derek Fisher",NA,"missed",11.4608355788514,28.8085237985943,31.8314312696911,115.172153273820
"20081118.CHILAL",2,2010-02-02 00:08:44,"LAL","shot","Sasha Vujacic",NA,"missed",10.6440409554634,28.8865618021227,32.2572009454675,116.426323111301
"20081118.CHILAL",2,2010-02-02 00:06:22,"LAL","shot","Derek Fisher",3,"made",38.3659302494489,28.6928904994857,31.6532787661659,65.0226133632344
"20081118.CHILAL",2,2010-02-02 00:03:15,"LAL","shot","Kobe Bryant",NA,"missed",13.5434226319194,29.6352560322266,31.7726543601009,111.135807816253
"20081118.CHILAL",2,2010-02-02 00:02:27,"LAL","shot","Vladimir Radmanovic",NA,"missed",43.8399824830703,28.0650316171814,33.8022327611030,56.1266411276257
"20081118.CHILAL",3,2010-02-02 00:11:13,"LAL","shot","Kobe Bryant",3,"made",15.1014628424309,29.9824309446849,31.574154037956,108.270360076200
"20081118.CHILAL",3,2010-02-02 00:08:13,"LAL","shot","Kobe Bryant",NA,"missed",13.6402573869564,28.7124727941118,30.8779831949435,111.585629405118
"20081118.CHILAL",3,2010-02-02 00:07:31,"LAL","shot","Kobe Bryant",NA,"missed",40.994917124277,25.8025227109902,30.3579899213313,58.2053330353667
"20081118.CHILAL",3,2010-02-02 00:03:33,"LAL","shot","Kobe Bryant",3,"made",0.689592073205858,8.47861125157215,25.7465100998644,160.773033322664
"20081118.CHILAL",3,2010-02-02 00:00:00,"LAL","shot","Jordan Farmar",NA,"missed",22.9643404888920,32.7538757158909,32.8170730574375,93.5563691381664
"20081118.CHILAL",4,2010-02-02 00:09:46,"LAL","shot","Sasha Vujacic",3,"made",4.85282569145784,22.5391284311190,30.2311254016991,131.792748663586
"20081118.CHILAL",4,2010-02-02 00:05:13,"LAL","shot","Jordan Farmar",NA,"missed",43.7923085028306,24.3011336706113,30.7196347071783,52.284861984893
"20081118.CHILAL",4,2010-02-02 00:03:28,"LAL","shot","Kobe Bryant",3,"made",37.4359329075087,30.1859749017749,32.6472894441582,67.6094565583969
"20081120.LALPHX",1,2010-02-02 00:11:33,"LAL","shot","Kobe Bryant",NA,"missed",29.7723016566597,31.317341360962,31.6788688721864,81.3356225533439
"20081120.LALPHX",1,2010-02-02 00:08:55,"LAL","shot","Vladimir Radmanovic",3,"made",43.6909317388199,21.1012001931667,28.1888555790640,48.4662553707176
"20081120.LALPHX",1,2010-02-02 00:07:25,"LAL","shot","Derek Fisher",NA,"missed",43.1641641599126,23.4830677057616,29.6882355235477,52.2780312885572
"20081120.LALPHX",1,2010-02-02 00:06:33,"LAL","shot","Vladimir Radmanovic",3,"made",2.01768446131609,15.7086291145533,27.8378852677107,145.647025671622
"20081120.LALPHX",1,2010-02-02 00:05:42,"LAL","shot","Derek Fisher",NA,"missed",47.534964799881,6.86271638446487,23.5567721622780,16.9373995239976
"20081120.LALPHX",2,2010-02-02 00:08:13,"LAL","shot","Jordan Farmar",NA,"missed",43.8928496821318,21.3616672444623,28.5177242530809,48.5095657192738
"20081120.LALPHX",2,2010-02-02 00:06:45,"LAL","shot","Trevor Ariza",NA,"missed",7.13558411039412,23.535588120576,29.5476101107721,127.199895247150
"20081120.LALPHX",2,2010-02-02 00:05:47,"LAL","shot","Jordan Farmar",3,"made",0.528514940291643,7.21487945108674,25.5129000021801,163.573006133737
"20081120.LALPHX",2,2010-02-02 00:03:08,"LAL","shot","Vladimir Radmanovic",3,"made",19.732202159008,31.7779359838460,32.2115958854412,99.4122745462575
"20081120.LALPHX",3,2010-02-02 00:09:15,"LAL","shot","Kobe Bryant",3,"made",45.71253624768,21.9736869405024,30.1968885081006,46.6922930416479
"20081120.LALPHX",3,2010-02-02 00:08:48,"LAL","shot","Kobe Bryant",NA,"missed",43.2849724895786,25.2206815849058,31.1516130971071,54.0579203813254
"20081120.LALPHX",3,2010-02-02 00:06:50,"LAL","shot","Vladimir Radmanovic",3,"made",22.8277216600254,32.2980994731188,32.3710676802882,93.8477564000016
"20081120.LALPHX",3,2010-02-02 00:02:53,"LAL","shot","Vladimir Radmanovic",3,"made",33.4775601597503,29.7732124980539,30.9566343247527,74.106341392915
"20081120.LALPHX",3,2010-02-02 00:02:21,"LAL","shot","Derek Fisher",3,"made",42.6705415870529,23.3651173396502,29.2946539197067,52.9005582574204
"20081120.LALPHX",3,2010-02-02 00:01:36,"LAL","shot","Kobe Bryant",NA,"missed",46.9748181824107,17.5869482345879,28.1459301206423,38.6710843102335
"20081120.LALPHX",4,2010-02-02 00:08:34,"LAL","shot","Lamar Odom",3,"made",11.3778271966148,29.2078805821948,32.2283086740375,115.003729074158
"20081120.LALPHX",4,2010-02-02 00:06:33,"LAL","shot","Jordan Farmar",NA,"missed",10.2775500658900,26.1633865921758,30.0212146661993,119.366977113431
"20081120.LALPHX",4,2010-02-02 00:04:34,"LAL","shot","Kobe Bryant",NA,"missed",5.65144514013082,26.5697255905252,32.86817447199,126.062784541364
"20081120.LALPHX",4,2010-02-02 00:01:07,"LAL","shot","Trevor Ariza",NA,"missed",1.43013747548684,10.0696128623094,25.6307534540293,156.866659710512
"20081120.LALPHX",4,2010-02-02 00:00:30,"LAL","shot","Luke Walton",3,"made",0.972283405717462,4.64721076469868,24.4730000740958,169.053557036098
"20081121.DENLAL",1,2010-02-02 00:09:13,"LAL","shot","Vladimir Radmanovic",3,"made",38.7531786775216,26.9696367743891,30.273936504497,62.980671002467
"20081121.DENLAL",1,2010-02-02 00:04:23,"LAL","shot","Derek Fisher",NA,"missed",12.5071677309461,29.6642676969059,32.1875695897719,112.837943094300
"20081121.DENLAL",1,2010-02-02 00:03:56,"LAL","shot","Derek Fisher",3,"made",0.135645483853295,8.95380206266418,26.4273853584117,160.195749692195
"20081121.DENLAL",1,2010-02-02 00:01:52,"LAL","shot","Jordan Farmar",3,"made",30.6173587534577,31.6565933364909,32.1511216139812,79.9377899768476
"20081121.DENLAL",2,2010-02-02 00:10:50,"LAL","shot","Sasha Vujacic",NA,"missed",44.7662496871781,22.3095752135850,29.8064048973786,48.459105794079
"20081121.DENLAL",2,2010-02-02 00:01:58,"LAL","shot","Kobe Bryant",3,"made",34.6988888764754,31.6150060042273,33.0692765280033,72.9449720391156
"20081121.DENLAL",2,2010-02-02 00:01:10,"LAL","shot","Vladimir Radmanovic",NA,"missed",42.8651005630381,26.9988113786094,32.374336039295,56.5074127481636
"20081121.DENLAL",3,2010-02-02 00:08:37,"LAL","shot","Vladimir Radmanovic",NA,"missed",39.971800802974,27.8451090152375,31.6149476569928,61.7339014633773
"20081121.DENLAL",3,2010-02-02 00:07:11,"LAL","shot","Kobe Bryant",NA,"missed",23.9771988899447,33.6751872717869,33.6907162271841,91.739683773008
"20081121.DENLAL",3,2010-02-02 00:04:32,"LAL","shot","Derek Fisher",NA,"missed",42.956558436621,24.6143438711297,30.4680802659768,53.8886495326191
"20081121.DENLAL",3,2010-02-02 00:02:42,"LAL","shot","Derek Fisher",NA,"missed",34.3770462165121,32.6021051618736,33.9238302190727,73.9536596849451
"20081121.DENLAL",3,2010-02-02 00:01:43,"LAL","shot","Kobe Bryant",NA,"missed",42.6668961790856,30.4353316256311,35.1913147206058,59.8659808177527
"20081121.DENLAL",4,2010-02-02 00:10:22,"LAL","shot","Sasha Vujacic",NA,"missed",0.0017208366189152,4.79494039597921,25.4539862208521,169.141928934935
"20081121.DENLAL",4,2010-02-02 00:08:43,"LAL","shot","Sasha Vujacic",NA,"missed",7.25392180564813,23.8720891608391,29.7455867681763,126.626443403818
"20081121.DENLAL",4,2010-02-02 00:08:22,"LAL","shot","Sasha Vujacic",3,"made",38.5447615089361,29.2766589371022,32.2580737622903,65.172515757565
"20081121.DENLAL",4,2010-02-02 00:07:03,"LAL","shot","Jordan Farmar",NA,"missed",18.8661786534358,32.0037759987172,32.5862769043601,100.849697577750
"20081121.DENLAL",4,2010-02-02 00:06:35,"LAL","shot","Sasha Vujacic",NA,"missed",43.2836965962779,24.8509957741480,30.8523184249007,53.6568574055948
"20081121.DENLAL",4,2010-02-02 00:05:50,"LAL","shot","Sasha Vujacic",NA,"missed",34.8992614212912,34.7322399278637,36.1154242269664,74.0915737740356
"20081121.DENLAL",4,2010-02-02 00:05:21,"LAL","shot","Trevor Ariza",NA,"missed",49.00610898179,6.29267652891576,24.8171522609494,14.688369174347
"20081121.DENLAL",4,2010-02-02 00:05:09,"LAL","shot","Sasha Vujacic",NA,"missed",48.4654381528962,5.98749609175138,24.2172850905327,14.3142849703006
